grade,domain,skill_group,lesson_title,activity_variant,Student A,Student B,title_aggregate_Student A,title_aggregate_Student B
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase f,Practice 1,100%,100%,88%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase f,Practice 2,88%,100%,88%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase f,Basic,100%,80%,88%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase g,Main,100%,80%,88%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase g,Practice 1,88%,100%,88%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase g,Practice 2,85%,100%,88%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase g,Basic,100%,80%,88%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase h,Main,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase h,Practice 1,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase h,Practice 2,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase h,Basic,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase i,Main,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase i,Practice 1,100%,80%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase i,Practice 2,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase i,Basic,85%,85%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase j,Main,85%,100%,80%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase j,Practice 1,100%,100%,80%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase j,Practice 2,80%,100%,80%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase j,Basic,100%,100%,80%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase k,Main,100%,80%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase k,Practice 1,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase k,Practice 2,80%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase k,Basic,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase l,Main,88%,88%,88%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase l,Practice 1,88%,100%,88%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase l,Practice 2,85%,100%,88%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase l,Basic,80%,100%,88%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase m,Main,100%,85%,88%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase m,Practice 1,100%,100%,88%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase m,Practice 2,88%,100%,88%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase m,Basic,100%,80%,88%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase n,Main,100%,100%,80%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase n,Practice 1,80%,100%,80%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase n,Practice 2,80%,100%,80%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase n,Basic,100%,80%,80%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase o,Main,100%,80%,80%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase o,Practice 1,88%,100%,80%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase o,Practice 2,80%,100%,80%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase o,Basic,100%,85%,80%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase p,Main,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase p,Practice 1,88%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase p,Practice 2,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase p,Basic,80%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase q,Main,85%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase q,Practice 1,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase q,Practice 2,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase q,Basic,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase r,Main,85%,80%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase r,Practice 1,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase r,Practice 2,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase r,Basic,100%,80%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase s,Main,80%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase s,Practice 1,100%,80%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase s,Practice 2,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase s,Basic,100%,73%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase t,Main,88%,88%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase t,Practice 1,100%,88%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase t,Practice 2,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase t,Basic,100%,80%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase u,Main,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase u,Practice 1,80%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase u,Practice 2,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase u,Basic,80%,80%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase v,Main,100%,100%,80%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase v,Practice 1,80%,100%,80%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase v,Practice 2,100%,100%,80%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase v,Basic,85%,100%,80%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase w,Main,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase w,Practice 1,100%,80%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase w,Practice 2,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase w,Basic,100%,80%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase x,Main,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase x,Practice 1,88%,80%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase x,Practice 2,85%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase x,Basic,80%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase y,Main,80%,51%,100%,51%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase y,Practice 1,85%,42%,100%,51%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase y,Practice 2,100%,100%,100%,51%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase y,Basic,100%,100%,100%,51%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase z,Main,80%,70%,100%,70%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase z,Practice 1,80%,100%,100%,70%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase z,Practice 2,100%,100%,100%,70%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Lowercase Letters,Lowercase z,Basic,100%,100%,100%,70%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase A,Main,100%,76%,90%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase A,Practice 1,90%,83%,90%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase A,Practice 2,80%,100%,90%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase A,Basic,100%,,90%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase B,Main,90%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase B,Practice 1,90%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase B,Practice 2,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase B,Basic,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase C,Main,100%,50%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase C,Practice 1,100%,73%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase C,Practice 2,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase C,Basic,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase D,Main,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase D,Practice 1,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase D,Practice 2,85%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase D,Basic,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase E,Main,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase E,Practice 1,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase E,Practice 2,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase E,Basic,80%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase F,Main,90%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase F,Practice 1,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase F,Practice 2,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase F,Basic,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase G,Main,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase G,Practice 1,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase G,Practice 2,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase G,Basic,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase H,Main,100%,,92%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase H,Practice 1,100%,,92%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase H,Practice 2,92%,100%,92%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase H,Basic,100%,,92%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase I,Main,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase I,Practice 1,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase I,Practice 2,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase I,Basic,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase J,Main,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase J,Practice 1,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase J,Practice 2,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase J,Basic,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase K,Main,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase K,Practice 1,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase K,Practice 2,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase K,Basic,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase L,Main,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase L,Practice 1,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase L,Practice 2,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase L,Basic,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase M,Main,100%,67%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase M,Practice 1,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase M,Practice 2,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase M,Basic,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase N,Main,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase N,Practice 1,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase N,Practice 2,90%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase N,Basic,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase O,Main,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase O,Practice 1,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase O,Practice 2,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase O,Basic,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase P,Main,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase P,Practice 1,80%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase P,Practice 2,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase P,Basic,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase Q,Main,90%,,100%,
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase Q,Practice 1,100%,,100%,
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase Q,Practice 2,100%,,100%,
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase Q,Basic,100%,,100%,
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase R,Main,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase R,Practice 1,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase R,Practice 2,100%,100%,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase R,Basic,100%,,100%,100%
Preschool (Age 4): ELA,Reading Foundational Skills - Phonics,Uppercase Letters,Uppercase S,Main,100%,,85%,100%
